gps_obssec(s),lat,lng,alt,vn,ve,hdop,no. of sats
41436.600,33.7103100,73.0920845,549.90,0.000,0.000,1.00,13
41436.700,33.7103100,73.0920845,549.90,0.000,0.000,1.00,13
41436.800,33.7103100,73.0920845,549.90,0.000,0.000,1.00,13
41436.900,33.7103100,73.0920845,549.90,0.000,0.000,1.00,13
41437.000,33.7103100,73.0920845,549.90,0.000,0.000,1.00,13
41437.100,33.7103100,73.0920843,549.90,0.000,0.000,1.00,13
41437.200,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41437.300,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41437.400,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41437.500,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41437.600,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41437.700,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41437.800,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41437.900,33.7103098,73.0920843,549.90,0.000,0.000,1.00,13
41438.000,33.7103098,73.0920842,549.90,0.000,0.000,1.00,13
41438.100,33.7103098,73.0920842,549.90,0.000,0.000,1.00,13
41438.200,33.7103098,73.0920842,549.90,0.000,0.000,1.00,13
41438.300,33.7103098,73.0920842,549.90,0.000,0.000,1.00,13
41438.400,33.7103098,73.0920842,549.90,0.000,0.000,1.00,13
41438.500,33.7103098,73.0920842,549.90,0.000,0.000,1.00,13
41438.600,33.7103098,73.0920842,549.90,0.000,0.000,1.00,13
41438.700,33.7103098,73.0920842,549.80,0.000,0.000,1.00,13
41438.800,33.7103098,73.0920842,549.80,0.000,0.000,1.00,13
41438.900,33.7103098,73.0920840,549.80,0.000,0.000,1.00,13
41439.000,33.7103098,73.0920840,549.80,0.000,0.000,1.00,13
41439.100,33.7103098,73.0920840,549.80,0.000,0.000,1.00,13
41439.200,33.7103098,73.0920840,549.80,0.000,0.000,1.00,13
41439.300,33.7103098,73.0920840,549.80,0.000,0.000,1.00,13
41439.400,33.7103098,73.0920840,549.80,0.000,0.000,1.00,13
41439.500,33.7103098,73.0920840,549.80,0.000,0.000,1.00,12
41439.600,33.7103098,73.0920840,549.80,0.000,0.000,1.00,12
41439.700,33.7103098,73.0920840,549.80,0.000,0.000,1.00,12
41439.800,33.7103098,73.0920840,549.80,0.000,0.000,1.00,12
41439.900,33.7103098,73.0920840,549.80,0.000,0.000,1.00,12
41440.000,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.100,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.200,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.300,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.400,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.500,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.600,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.700,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.800,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41440.900,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41441.000,33.7103098,73.0920838,549.80,0.000,0.000,1.00,12
41441.100,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.200,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.300,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.400,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.500,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.600,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.700,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.800,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41441.900,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.000,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.100,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.200,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.300,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.400,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.500,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.600,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.700,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.800,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41442.900,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41443.000,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41443.100,33.7103098,73.0920837,549.80,0.000,0.000,1.00,12
41443.200,33.7103097,73.0920837,549.80,0.000,0.000,1.00,12
41443.300,33.7103097,73.0920837,549.80,0.000,0.000,1.00,12
41443.400,33.7103097,73.0920837,549.80,0.000,0.000,1.00,12
41443.500,33.7103097,73.0920837,549.80,0.000,0.000,1.00,12
41443.600,33.7103097,73.0920837,549.80,0.000,0.000,1.00,12
41443.700,33.7103097,73.0920837,549.80,0.000,0.000,1.00,12
41443.800,33.7103097,73.0920837,549.80,0.000,0.000,1.00,12
41443.900,33.7103097,73.0920835,549.80,0.000,0.000,1.00,12
41444.000,33.7103097,73.0920835,549.80,0.000,0.000,1.00,12
41444.100,33.7103097,73.0920835,549.80,0.000,0.000,1.00,12
41444.200,33.7103095,73.0920835,549.80,0.000,0.000,1.00,12
41444.300,33.7103095,73.0920835,549.80,0.000,0.000,1.00,12
41444.400,33.7103095,73.0920835,549.80,0.000,0.000,1.00,12
41444.500,33.7103095,73.0920835,549.80,0.000,0.000,1.00,12
41444.600,33.7103095,73.0920835,549.80,0.000,0.000,1.00,12
41444.700,33.7103095,73.0920835,549.80,0.000,0.000,1.00,12
41444.800,33.7103093,73.0920835,549.80,0.000,0.000,1.00,12
41444.900,33.7103093,73.0920835,549.80,0.000,0.000,1.00,12
41445.000,33.7103093,73.0920835,549.80,0.000,0.000,1.00,12
41445.100,33.7103093,73.0920835,549.80,0.000,0.000,1.00,12
41445.200,33.7103093,73.0920835,549.80,0.000,0.000,1.00,12
41445.300,33.7103092,73.0920835,549.80,0.000,0.000,1.00,12
41445.400,33.7103092,73.0920835,549.80,0.000,0.000,1.00,12
41445.500,33.7103092,73.0920835,549.80,0.000,0.000,1.00,12
41445.600,33.7103090,73.0920835,549.80,0.000,0.000,1.00,13
41445.700,33.7103090,73.0920835,549.80,0.000,0.000,1.00,13
41445.800,33.7103088,73.0920835,549.80,0.000,0.000,1.00,13
41445.900,33.7103088,73.0920833,549.80,0.000,0.000,1.00,13
41446.000,33.7103087,73.0920833,549.80,0.000,0.000,1.00,13
41446.100,33.7103087,73.0920833,549.80,0.000,0.000,1.00,13
41446.200,33.7103087,73.0920833,549.80,0.000,0.000,1.00,13
41446.300,33.7103085,73.0920833,549.80,0.000,0.000,1.00,13
41446.400,33.7103085,73.0920833,549.80,0.000,0.000,1.00,13
41446.500,33.7103085,73.0920833,549.80,0.000,0.000,1.00,13
41446.600,33.7103085,73.0920833,549.80,0.000,0.000,1.00,13
41446.700,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41446.800,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41446.900,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41447.000,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41447.100,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41447.200,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41447.300,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41447.400,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41447.500,33.7103083,73.0920833,549.80,0.000,0.000,1.00,13
41447.600,33.7103082,73.0920833,549.80,0.000,0.000,1.00,13
41447.700,33.7103082,73.0920833,549.80,0.000,0.000,1.00,13
41447.800,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41447.900,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.000,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.100,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.200,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.300,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.400,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.500,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.600,33.7103082,73.0920835,549.80,0.000,0.000,1.00,13
41448.700,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41448.800,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41448.900,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.000,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.100,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.200,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.300,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.400,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.500,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.600,33.7103082,73.0920837,549.80,0.000,0.000,1.00,13
41449.700,33.7103080,73.0920837,549.80,0.000,0.000,1.00,13
41449.800,33.7103080,73.0920837,549.80,0.000,0.000,1.00,13
41449.900,33.7103080,73.0920837,549.80,0.000,0.000,1.00,13
41450.000,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.100,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.200,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.300,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.400,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.500,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.600,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.700,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.800,33.7103080,73.0920838,549.80,0.000,0.000,1.00,13
41450.900,33.7103080,73.0920840,549.80,0.000,0.000,1.00,13
41451.000,33.7103080,73.0920840,549.80,0.000,0.000,1.00,13
41451.100,33.7103080,73.0920840,549.80,0.000,0.000,1.00,13
41451.200,33.7103080,73.0920840,549.80,0.000,0.000,1.00,13
41451.300,33.7103080,73.0920840,549.80,0.000,0.000,1.00,13
41451.400,33.7103080,73.0920840,549.80,0.000,0.000,1.00,13
41451.500,33.7103078,73.0920840,549.80,0.000,0.000,1.00,13
41451.600,33.7103078,73.0920840,549.80,0.000,0.000,1.00,13
41451.700,33.7103078,73.0920842,549.80,0.000,0.000,1.00,13
41451.800,33.7103078,73.0920842,549.80,0.000,0.000,1.00,13
41451.900,33.7103078,73.0920842,549.80,0.000,0.000,1.00,13
41452.000,33.7103078,73.0920842,549.80,0.000,0.000,1.00,13
41452.100,33.7103078,73.0920840,549.80,0.000,0.000,1.00,13
41452.200,33.7103078,73.0920842,549.80,0.000,0.000,1.00,13
41452.300,33.7103078,73.0920842,549.80,0.000,0.000,1.00,13
41452.400,33.7103078,73.0920843,549.80,0.000,0.000,1.00,13
41452.500,33.7103078,73.0920843,549.80,0.000,0.000,1.00,13
41452.600,33.7103078,73.0920843,549.80,0.000,0.000,1.00,13
41452.700,33.7103078,73.0920843,549.80,0.000,0.000,1.00,13
41452.800,33.7103078,73.0920845,549.80,0.000,0.000,1.00,13
41452.900,33.7103078,73.0920845,549.80,0.000,0.000,1.00,13
41453.000,33.7103078,73.0920845,549.80,0.000,0.000,1.00,13
41453.100,33.7103078,73.0920845,549.80,0.000,0.000,1.00,13
41453.200,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41453.300,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41453.400,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41453.500,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41453.600,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41453.700,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41453.800,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41453.900,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41454.000,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41454.100,33.7103077,73.0920845,549.80,0.000,0.000,1.00,13
41454.200,33.7103075,73.0920843,549.80,0.000,0.000,1.00,13
41454.300,33.7103075,73.0920843,549.80,0.000,0.000,1.00,13
41454.400,33.7103075,73.0920843,549.80,0.000,0.000,1.00,13
41454.500,33.7103075,73.0920843,549.80,0.000,0.000,1.00,13
41454.600,33.7103075,73.0920843,549.80,0.000,0.000,1.00,13
41454.700,33.7103075,73.0920843,549.80,0.000,0.000,1.00,13
41454.800,33.7103075,73.0920843,549.90,0.000,0.000,1.00,13
41454.900,33.7103075,73.0920843,549.90,0.000,0.000,1.00,13
41455.000,33.7103073,73.0920842,549.90,0.000,0.000,1.00,13
41455.100,33.7103073,73.0920842,549.90,0.000,0.000,1.00,13
41455.200,33.7103073,73.0920842,549.90,0.000,0.000,1.00,13
41455.300,33.7103073,73.0920843,549.90,0.000,0.000,1.00,13
41455.400,33.7103073,73.0920843,549.90,0.000,0.000,1.00,13
41455.500,33.7103073,73.0920843,549.90,0.000,0.000,1.00,13
41455.600,33.7103073,73.0920843,549.90,0.000,0.000,1.00,13
41455.700,33.7103073,73.0920843,549.90,0.000,0.000,1.00,13
41455.800,33.7103072,73.0920843,549.90,0.000,0.000,1.00,13
41455.900,33.7103072,73.0920843,549.90,0.000,0.000,1.00,13
41456.000,33.7103072,73.0920843,549.90,0.000,0.000,1.00,13
41456.100,33.7103072,73.0920843,549.90,0.000,0.000,1.00,13
41456.200,33.7103072,73.0920843,549.90,0.000,0.000,1.00,13
41456.300,33.7103072,73.0920843,549.90,0.000,0.000,1.00,13
41456.400,33.7103072,73.0920845,549.90,0.000,0.000,1.00,13
41456.500,33.7103072,73.0920845,549.90,0.000,0.000,1.00,13
41456.600,33.7103072,73.0920845,549.90,0.000,0.000,1.00,13
41456.700,33.7103070,73.0920845,549.90,0.000,0.000,1.00,13
41456.800,33.7103070,73.0920845,549.90,0.000,0.000,1.00,13
41456.900,33.7103070,73.0920845,549.90,0.000,0.000,1.00,13
41457.000,33.7103070,73.0920845,549.90,0.000,0.000,1.00,13
41457.100,33.7103070,73.0920845,549.90,0.000,0.000,1.00,13
41457.200,33.7103070,73.0920845,549.90,0.000,0.000,1.00,13
41457.300,33.7103068,73.0920847,549.90,0.000,0.000,1.00,13
41457.400,33.7103068,73.0920847,549.90,0.000,0.000,1.00,13
41457.500,33.7103068,73.0920847,549.90,0.000,0.000,1.00,13
41457.600,33.7103068,73.0920847,549.90,0.000,0.000,1.00,13
41457.700,33.7103067,73.0920848,549.90,0.000,0.000,1.00,13
41457.800,33.7103067,73.0920848,549.90,0.000,0.000,1.00,13
41457.900,33.7103067,73.0920848,549.90,0.000,0.000,1.00,13
41458.000,33.7103067,73.0920848,549.90,0.000,0.000,1.00,13
41458.100,33.7103067,73.0920848,549.90,0.000,0.000,1.00,13
41458.200,33.7103065,73.0920850,549.90,0.000,0.000,1.00,13
41458.300,33.7103065,73.0920850,549.90,0.000,0.000,1.00,13
41458.400,33.7103065,73.0920852,549.90,0.000,0.000,1.00,13
41458.500,33.7103065,73.0920852,549.90,0.000,0.000,1.00,13
41458.600,33.7103065,73.0920852,549.90,0.000,0.000,1.00,13
41458.700,33.7103063,73.0920852,549.90,0.000,0.000,1.00,13
41458.800,33.7103063,73.0920852,549.90,0.000,0.000,1.00,13
41458.900,33.7103063,73.0920852,549.90,0.000,0.000,1.00,13
41459.000,33.7103063,73.0920853,549.90,0.000,0.000,1.00,13
41459.100,33.7103063,73.0920853,549.90,0.000,0.000,1.00,13
41459.200,33.7103063,73.0920853,549.90,0.000,0.000,1.00,13
41459.300,33.7103062,73.0920853,549.90,0.000,0.000,1.00,13
41459.400,33.7103062,73.0920853,549.90,0.000,0.000,1.00,13
41459.500,33.7103062,73.0920853,549.90,0.000,0.000,1.00,13
41459.600,33.7103062,73.0920853,549.90,0.000,0.000,1.00,13
41459.700,33.7103062,73.0920853,549.90,0.000,0.000,1.00,13
41459.800,33.7103062,73.0920853,549.90,0.000,0.000,1.00,13
41459.900,33.7103060,73.0920855,549.90,0.000,0.000,1.00,13
41460.000,33.7103060,73.0920855,549.90,0.000,0.000,1.00,13
41460.100,33.7103060,73.0920855,549.90,0.000,0.000,1.00,13
41460.200,33.7103060,73.0920855,549.90,0.000,0.000,1.00,13
41460.300,33.7103060,73.0920855,549.90,0.000,0.000,1.00,13
41460.400,33.7103060,73.0920855,549.90,0.000,0.000,1.00,13
41460.500,33.7103060,73.0920855,549.90,0.000,0.000,1.00,13
41460.600,33.7103058,73.0920855,549.90,0.000,0.000,1.00,13
41460.700,33.7103058,73.0920855,549.90,0.000,0.000,1.00,13
41460.800,33.7103058,73.0920855,549.90,0.000,0.000,1.00,13
41460.900,33.7103058,73.0920855,549.90,0.000,0.000,1.00,13
41461.000,33.7103058,73.0920855,549.90,0.000,0.000,1.00,13
41461.100,33.7103058,73.0920857,549.90,0.000,0.000,1.00,13
41461.200,33.7103058,73.0920857,549.90,0.000,0.000,1.00,13
41461.300,33.7103057,73.0920857,549.90,0.000,0.000,1.00,13
41461.400,33.7103057,73.0920857,549.90,0.000,0.000,1.00,13
41461.500,33.7103057,73.0920857,549.90,0.000,0.000,1.00,13
41461.600,33.7103057,73.0920857,549.90,0.000,0.000,1.00,13
41461.700,33.7103057,73.0920857,549.90,0.000,0.000,1.00,13
41461.800,33.7103057,73.0920858,549.90,0.000,0.000,1.00,13
41461.900,33.7103057,73.0920858,549.90,0.000,0.000,1.00,13
41462.000,33.7103057,73.0920858,549.90,0.000,0.000,1.00,13
41462.100,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.200,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.300,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.400,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.500,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.600,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.700,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.800,33.7103055,73.0920858,549.90,0.000,0.000,1.00,13
41462.900,33.7103053,73.0920860,549.90,0.000,0.000,1.00,13
41463.000,33.7103053,73.0920860,549.90,0.000,0.000,1.00,13
41463.100,33.7103053,73.0920860,549.90,0.000,0.000,1.00,13
41463.200,33.7103053,73.0920860,549.90,0.000,0.000,1.00,13
41463.300,33.7103053,73.0920860,550.00,0.000,0.000,1.00,13
41463.400,33.7103053,73.0920860,550.00,0.000,0.000,1.00,13
41463.500,33.7103053,73.0920862,550.00,0.000,0.000,1.00,13
41463.600,33.7103052,73.0920862,550.00,0.000,0.000,1.00,13
41463.700,33.7103052,73.0920862,550.00,0.000,0.000,1.00,13
41463.800,33.7103052,73.0920862,550.00,0.000,0.000,1.00,13
41463.900,33.7103052,73.0920862,550.00,0.000,0.000,1.00,13
41464.000,33.7103052,73.0920863,550.00,0.000,0.000,1.00,13
41464.100,33.7103052,73.0920863,550.00,0.000,0.000,1.00,13
41464.200,33.7103052,73.0920863,550.00,0.000,0.000,1.00,13
41464.300,33.7103050,73.0920863,550.00,0.000,0.000,1.00,13
41464.400,33.7103050,73.0920865,550.00,0.000,0.000,1.00,13
41464.500,33.7103050,73.0920865,550.00,0.000,0.000,1.00,13
41464.600,33.7103050,73.0920865,550.00,0.000,0.000,1.00,13
41464.700,33.7103050,73.0920865,550.00,0.000,0.000,1.00,13
41464.800,33.7103048,73.0920865,550.00,0.000,0.000,1.00,13
41464.900,33.7103048,73.0920865,550.00,0.000,0.000,1.00,13
41465.000,33.7103048,73.0920865,550.00,0.000,0.000,1.00,13
41465.100,33.7103048,73.0920863,550.00,0.000,0.000,1.00,13
41465.200,33.7103048,73.0920863,550.00,0.000,0.000,1.00,13
41465.300,33.7103048,73.0920863,550.00,0.000,0.000,1.00,13
41465.400,33.7103047,73.0920863,550.00,0.000,0.000,1.00,13
41465.500,33.7103047,73.0920865,550.00,0.000,0.000,1.00,13
41465.600,33.7103047,73.0920863,550.00,0.000,0.000,1.00,13
41465.700,33.7103047,73.0920863,550.00,0.000,0.000,1.00,13
41465.800,33.7103047,73.0920863,550.00,0.000,0.000,1.00,13
41465.900,33.7103047,73.0920863,550.00,0.000,0.000,1.00,13
41466.000,33.7103047,73.0920862,550.00,0.000,0.000,1.00,13
41466.100,33.7103047,73.0920862,550.00,0.000,0.000,1.00,13
41466.200,33.7103047,73.0920862,550.00,0.000,0.000,1.00,13
41466.300,33.7103047,73.0920862,550.00,0.000,0.000,1.00,13
41466.400,33.7103047,73.0920862,550.00,0.000,0.000,1.00,13
41466.500,33.7103047,73.0920862,550.00,0.000,0.000,1.00,13
